ID;Название компании;Комплекс;Рабочий телефон;Рабочий e-mail;Сайт;region;city;Улица;Округ;Район;Ответственный;Комментарий;Кем создана;Дата создания;Дата изменения
5877;Гимназия №44 Люберцы;;+7(495)559-66-54;gimnaziya44@list.ru;https://lubgim44.edumsko.ru/;53;550;Московская область, Люберецкий муниципальный район, Люберцы, ул. Калараш, 3;;;Рустам Джанкараев;ВЫПУСКНЫЕ ОТСНЯТЫ!;Мария Сахарнова;13.08.2019 16:37;24.10.2020 23:02
5878;Гимназия №46 Люберцы;;8 495 501 85 00;gimnasia46-3dn@mail.ru;https://lubgimnasium46.edumsko.ru/;53;550;Московская область, Люберецкий район, Малаховка, Ул. Грибоедова, дом 1;;;Рустам Джанкараев;;Мария Сахарнова;13.08.2019 16:42;24.10.2020 23:02
5804;Гимназия №5;;8-495-515-25-80;info@g5-portal.info;https://g5-portal.edumsko.ru/;53;537;Московская область, городской округ Королёв, микрорайон Юбилейный, А.И.Соколова, д.3;;;Рустам Джанкараев;;Мария Сахарнова;09.08.2019 15:15;24.10.2020 21:42
6052;Гимназия №5;;+7(495)562-42-06;gimnaziya5kr@mail.ru;https://gimnaziya5.edumsko.ru/home;53;540;Московская область, городской округ Красногорск, город Красногорск, Комсомольская, 7А;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 10:47;24.10.2020 22:06
5902;Гимназия №5 Балашиха;;8(498)665-32-00;gimnazia2sova@mail.ru;https://bal-gym2.edumsko.ru/;53;512;Московская область, Балашиха, Заря, Садовая, 10;;;Рустам Джанкараев;;Мария Сахарнова;14.08.2019 14:49;20.01.2020 17:01
5893;Гимназия №5 Дзержинский;;+7(495)551-00-26;gimnaziya.5.dzer@yandex.ru;https://dzersch5.edumsko.ru/;53;522;Московская область, городской округ Дзержинский, Томилинская, 9;;;Анна Гладкая;День и время приема посетителей:;Мария Сахарнова;13.08.2019 17:58;21.09.2020 8:45
6113;Гимназия №5 Домодедово;;+7(496)797-52-90, +7(496)794-01-33;domodgimn5@gmail.com;https://domodgimn5.edumsko.ru/;53;525;Московская область, г. Домодедово, мкр. Центральный, Корнеева, 39;;;Рустам Джанкараев;;Мария Сахарнова;23.10.2019 11:04;24.10.2020 20:57
5850;Гимназия №5 Люберцы;;+7(495)554-54-95;gimnaziya2003@mail.ru;https://lubgim5.edumsko.ru;53;550;Московская область, Люберецкий, Люберцы, Октябрьский пр-т, 348;;;Рустам Джанкараев;Выпускной отснят!;Мария Сахарнова;13.08.2019 14:13;24.10.2020 23:17
5886;Гимназия №56 Люберцы;;8(495)557-31-52;krasmou56@mail.ru;https://lubgimn56.edumsko.ru/;53;550;Московская область, Люберецкий, п. Красково, 2-я Заводская, д. 28;;;Полина Туровцева;;Мария Сахарнова;13.08.2019 17:06;24.10.2020 23:03
6053;Гимназия №6;;8(495)562-51-15, 8(495)562-46-09;gimnaziya-6@mail.ru;https://gimnajiya-6.edumsko.ru/;53;540;Московская область, Красногорский, Красногорск, ул. Комсомольская, дом 41;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 10:51;24.10.2020 22:06
6142;Гимназия №6 Ивантеевка;;8-496-536-79-20;grammar6@yandex.ru;https://ivant-gimn6.edumsko.ru/;53;532;Московская область, Ивантеевка, Смурякова, 10;;;Рустам Джанкараев;ВЫПУСКНЫЕ ОТСНЯТЫ!;Мария Сахарнова;07.11.2019 12:36;14.02.2020 12:57
6054;Гимназия №7;;8-495-562-30-08;gymn7@mail.ru;https://krgora-sch7.edumsko.ru/;53;540;Московская область, Красногорск, Чайковского, 12, А;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;26.08.2019 10:53;24.10.2020 22:06
5930;Гимназия №7 Одинцово;;+7 (495) 596-20-80;gimnazia-7@mail.ru;http://gimn-7.odinedu.ru/;53;555;Одинцово, ул. Северная, д. 60;;;Даниил Абрамов;Выпускные уже делают!;Мария Сахарнова;16.08.2019 13:42;25.10.2020 0:48
6158;Гимназия №7 Подольск;;8 (496) 759 12 04, 8 (496) 766 37 67;gymnasia7-podolsk@yandex.ru;http://gimnazia7.org.ru/;53;560;г. Подольск, ул. Генерала Смирнова, д.6;;;Надежда Чихунова;Приемный день - понедельник Приемные часы - с 15:00 до 18:002000 детей! Кузнечики!;Рустам Джанкараев;21.11.2019 12:33;27.10.2020 9:46
6014;Гимназия №9 Химки;;8 495 573 03 50;gim9k@yandex.ru;https://sch9himki.edumsko.ru/;53;575;Московская область, Химки, Ленинский проспект, дом 7;;;Рустам Джанкараев;;Мария Сахарнова;23.08.2019 12:11;25.10.2020 14:44
5784;Гимназия Видное;;8(495)548-07-97;gymnazium@mail.ru;https://lengumnazium.edumsko.ru/;53;516;Московская область, г. Видное, Жуковский проезд, д. 12;;;Рустам Джанкараев;День и время приема посетителей:;Мария Сахарнова;09.08.2019 11:09;10.02.2020 15:19
6185;Гимназия г.Троицк;;+7(495)851-05-25;gymtr@edu.mos.ru;https://gymtroitska.mskobr.ru/;78;510;город Москва, город Троицк, Сиреневый бульвар, дом 9;;;Рустам Джанкараев;;Рустам Джанкараев;21.11.2019 16:40;25.10.2020 14:32
5942;Гимназия Жуковка;;8(495) 984 46 99, 8 (495) 970 46 66, 8(495) 635 42 03;info@zhukovka.com;http://zhukovka.com/;53;;Гимназия «Жуковка» находится по адресу: (до 5 класса) 143082, Московская область, Одинцовский район, поселок Жуковка-1,детский сад, лит. Б. (с 6 по 11 класс) 143084, Московская область, Одинцовский район, поселок Жуковка дачное хозяйство, территория;;;Даниил Абрамов;Гимназия «Жуковка» находится по адресу:;Мария Сахарнова;19.08.2019 10:20;25.10.2020 0:59
6202;Гимназия имени Подольских курсантов Климовск;;8(4967)62-65-52;gimn.climovsck@yandex.ru;https://klimovskgimn.edumsko.ru/;53;560;Подольск, мкр-он Климовск, проспект 50 лет Октября, д.18;;;Рустам Джанкараев;День и время приема посетителей:;Иван Кононов;26.11.2019 13:30;29.10.2020 13:43
7750;Городищенский детский сад комбинированного вида «ФИАЛКА» Ступино;;;;http://ds-fialka-stupino.edusite.ru;53;572;142811,Московская обл., г.о. Ступино, д.Городище, ул.Молодежная, владение 4.;;;Анна Гладкая;;Эльвира Галлямова;19.10.2020 18:52;25.10.2020 2:30
8119;Горская основная общеобразовательная школа Орехово - Зуево д. Гора;;;;https://ozr-shkgor.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, деревня Гора, 51 А;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:52;29.10.2020 9:24
7403;Государственное автономное общеобразовательное учреждение Московской области «Королёвский лицей научно-инженерного профиля» (ГАОУ МО «ЛНИП»);;;;;53;537;РФ, Московская область, г.Королёв, ул.Циолковского д.9;;;Марианна Вишнякова;;Полина Туровцева;03.09.2020 16:32;24.10.2020 21:44
4119;"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1788""";;;;;78;510;поселение Внуковское, улица Авиаконструктора Петлякова, дом 17;9;126;Владислав Хаханов;ДУБЛЬ, НЕ ЗВОНИТЬ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Татьяна Гаврилова;01.06.2018 10:08;05.03.2020 16:11
2222;Группа компаний КИТ;;;;;;;;;;Ильдар Мулюков;;Ильдар Мулюков;08.02.2017 17:54;27.02.2018 18:01
8137;Губинская средняя общеобразовательная школа Орехово - Зуево Губино;;;;https://ozr-shkgub.edumsko.ru/;53;557;Московская область, г. Орехово-Зуево, Губино, Ленинская 2-я, 95-А;;;Надежда Чихунова;;Эльвира Галлямова;29.10.2020 0:08;29.10.2020 9:23
6225;Гураня;;+7 (929) 554-07-20;;;78;510;Куркинское ш., 58,;6;46;Анастасия Балакина;ЧДС 40 чел;Надежда Чихунова;17.12.2019 10:49;30.08.2020 15:28
8120;Давыдовская гимназия Орехово - Зуево д. Давыдово;;;;https://ozr-shkdavg.edumsko.ru/;53;557;Московская область, г. Орехово-Зуево, д. Давыдово, Заводская, 30;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:54;29.10.2020 9:24
8121;Давыдовский лицей Орехово - Зуево д.Давыдово;;;;https://ozr-shkdavl.edumsko.ru/;53;557;Московская область, Орехово-Зуевский городской округ, д. Давыдово, микрорайон 2-й, д. 11;;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:57;29.10.2020 9:24
7479;Дашковский детский сад комбинированного вида Колобок Серпухов;;+7(4967)128-378;kolobok_detskiysad@mail.ru;http://dsdaschkov-serp.edumsko.ru;53;561;п.Большевик ул.Ленина д.38;;;Анна Гладкая;;Нина Галаева;07.10.2020 13:26;25.10.2020 2:44
5514;ДГ №10 Школа № 460;Школа № 460;;;;78;510;Головачева ул., 5, к.3;3;52;Марианна Вишнякова;;Владислав Хаханов;19.12.2018 13:00;15.09.2020 7:51
8122;Демиховский лицей Орехово - Зуево д. Демихово;;;;https://ozr-shkdem.edumsko.ru/;53;557;"Московская область, Орехово-Зуевский городской округ, д. Демихово, Заводская, 1 ""А""";;;Надежда Чихунова;;Эльвира Галлямова;28.10.2020 19:59;29.10.2020 9:24
3245;Детсикй сад № 16 Одинцово (Юдино);;;;;53;555;Одинцовский район, с.Юдино, ул.1-е Успенское шоссе, д.14 стр.1;;;Анна Гладкая;;Маргарита Палина;27.12.2017 19:23;25.10.2020 0:55
5483;Детская Билингвальная Академия Коммунарка;;;;;53;;ул. Липовый парк 2;;;Илья Грачев;;Татьяна Гаврилова;02.10.2018 17:06;27.10.2020 19:11
2548;"Детские сад № 8 ""Белочка""";;;;;53;525;Московская область, г. Домодедово, микрорайон Западный, ул.Рабочая, д.47;;;Анастасия Балакина;23.08 все после 03.09;Лейсан Ишмухаметова;29.06.2017 19:22;21.10.2020 21:28
2722;Детские сады № 163 Здание 6 Школа № 1466;Школа № 1466;;;;78;510;Медиков д. 18 к.2;1;113;Анастасия Балакина;15.02 да да запрет у них;Лейсан Ишмухаметова;12.10.2017 11:07;03.09.2020 20:42
3167;Детский Сад № 347 Школа № 158;Школа № 158;;;;78;510;Валдайский проезд, дом 18;8;47;Анастасия Балакина;звонок 30.09 в саду идет какое-то расследование...пока не звонить..;Ольга Морозова;27.12.2017 13:36;30.09.2020 12:03
1601;Детский сад № 440 СП Ладушки Лицей № 1571;Лицей № 1571;;;;78;510;ул. Свободы, д. 87, корп. 2;6;92;Надежда Чихунова;Тут теперь Татьяна Юрьевна!!!!!! работает с нами  с 2015;Анна Гладкая;13.09.2016 15:33;22.09.2020 12:49
6354;Детский сад № 9 Колпинский район;;+7(812)4614413, +7(812)4614344;gdou9kolpino@yandex.ru;9kspb.cadik.ru;79;787;196650, город Санкт-Петербург, город Колпино, проспект Ленина, дом 62 а литер а;;;Анастасия Балакина;;Данил Фёдоров;13.04.2020 13:46;03.09.2020 9:34
2020;Детский 1845 ДО 2 Школа № 149;Школа № 149;;;;78;510;Левитана, 5А;8;5;Анастасия Балакина;;Наталия Федорина;28.10.2016 13:16;03.09.2020 12:42
2046;Детский 2664 СП № 5 Школа № 236;Школа № 236;;;;78;510;Клязьминская улица, дом 10В;8;27;Анастасия Балакина;26.11 вечный недозвон;Наталия Федорина;31.10.2016 16:53;03.09.2020 12:44
2815;Детский cад №461 ДО 7-Парковая 30/24 Школа № 1508;Школа № 1508;8(499) 164-68-65;do461@yandex.ru;;78;510;7-я парковая 30/24;12;90;Stager Prodaji;Телефоны сада в карточке компании;Ольга Морозова;07.12.2017 12:22;19.02.2020 10:01
1817;Детский № 1020 ДС № 1020 Школа № 222;Школа № 222;;;;78;510;Дубнинская улица, дом 38, корпус 2;8;19;Анастасия Балакина;;Анна Гладкая;03.10.2016 14:20;03.09.2020 12:44
1735;Детский № 1547 СП № 2 Школа № 1852;Школа № 1852;;;;78;510;2-я Владимирская улица, дом 24;12;77;Анастасия Балакина;Юлия Наумова, ребенок школьник;Анна Гладкая;27.09.2016 19:02;03.09.2020 17:46
2237;Детский № 2529 к.А Усиевича 29А Школа Инженерно-техническая;Школа Инженерно-техническая;;;;78;510;Усиевича 29А;8;87;Надежда Чихунова;\;Анна Гладкая;15.02.2017 18:04;28.09.2020 18:21
2189;Детский № 2529 Усиевича 29 Б Школа Инженерно-техническая;Школа Инженерно-техническая;;;;78;510;Усиевича 29Б;8;87;Надежда Чихунова;;Анна Гладкая;20.12.2016 16:57;28.09.2020 18:21
6102;детский клуб Три Кита Химки;;7 (977) 880-82-12;;https://zoon.ru/msk/kids/detskij_tsentr_tri_kita/;53;575;Новозаводская, 10 ( вход справа от 4 под.);;;Илья Грачев;;Надежда Дашиева;03.10.2019 16:46;28.10.2020 11:38
6253;"Детский развивающий центр ""Азбука цвета""";;+7 (985) 235-71-09, +7 (495) 118-03-25;;abc-colors.ru;78;510;г. Москва, Изюмская улица, 39к2;2;119;Анастасия Балакина;Новый сад;Данил Фёдоров;21.01.2020 17:48;11.09.2020 15:45
7211;Детский развивающий центр «Звездный путь»;;;;http://startrekpavlovsk.ru;79;787;Санкт-Петербург, Павловск, Звериницкая улица, 42;;;Полина Туровцева;частники. групп нет;Татьяна Гаврилова;17.04.2020 14:07;20.08.2020 10:30
6293;Детский развивающий центр Либерти Скул;;+7 (499) 500-96-79;;liberti-skul.ru;78;510;Москва, Щёлковское шоссе, 10в;12;90;Илья Грачев;Новый сад;Данил Фёдоров;04.02.2020 15:44;27.10.2020 19:08
2956;Детский сад 1620 ДО Школа № 7;Школа № 7;;;;78;510;улица Крупской дом 5;2;50;Анна Гладкая;;Елена Боброва;21.12.2017 17:53;03.09.2018 16:11
3104;Детский сад 958 ДО Школа № 1995;Школа № 1995;;;;78;510;Ленинский проспект дом 131 корпус 3;2;104;Надежда Чихунова;Зоя Валерьевна отправила к Надежде Альбертовной (зам директора), та отправила к Назаровой Юлии Алексеевной (тоже зам дир. по юр. вопросам) пришлет договор.;Елена Боброва;26.12.2017 14:20;12.02.2020 14:27
3077;"Детский сад ДО 11 "" Наш дом"" Школа № 1206";Школа № 1206;;;;78;510;Ясногорская улица дом 5 корпус 2;2;125;Марианна Вишнякова;мне это не нужно;Елена Боброва;26.12.2017 11:56;14.09.2020 10:37
2901;Детский сад ДО 2 Школа № 17;Школа № 17;;;;78;510;улица Миклухо - Маклая 32 корпус 2;2;37;Марианна Вишнякова;;Елена Боброва;21.12.2017 15:41;15.09.2020 7:54
3118;Детский сад ДО 4 Школа № 1265;Школа № 1265;+7(499)137-35-22;kdou4uz@mail.ru;;78;510;Университетский проспект дом 6 корпус 4;2;23;Анна Гладкая;;Елена Боброва;26.12.2017 16:00;15.04.2020 13:29
4776;Детский сад ДО № 10 Школа № 1080;;;;;78;510;город Москва, 4-я Гражданская улица, дом 39, корпус 7;12;13;Надежда Чихунова;Татьяна Федоровна Михан из до 3;Нина Галаева;22.06.2018 15:06;16.09.2020 10:03
1721;"Детский сад ДО № 7 ""Винни пух"" Школа № Курчатовская школа";Школа № Курчатовская школа;;;;78;510;Тепличный переулок дом 5к1;6;118;Анна Гладкая;"Романова Наталья Александровна - ведёт 2(два) корпуса ""Винни пух"" и ""Тигрёнок""";Александр Макаров;26.09.2016 9:08;08.10.2020 10:52
3116;Детский сад ДоШКОЛКА Школа № 1536;Школа № 1536;;;https://gym1536uz.mskobr.ru/info_edu/structure_and_controls/;78;510;Ленинский проспект дом 83 А;2;50;Илья Грачев;Виктории Леонидовны и Екатерины Павловны в данном саду нет. Здесь Лебешева Елена Викторовна;Елена Боброва;26.12.2017 15:51;28.10.2020 12:02
6096;"Детский сад ""Изумрудный Город"" Школа Марьина Роща имени В.Ф.Орлова";Школа Марьина Роща имени В.Ф.Орлова;;;;78;510;Шереметьевская улица, дом 27, корпус 1;7;54;Анна Гладкая;;Ильдар Мулюков;02.10.2019 23:18;02.10.2019 23:32
1973;"Детский сад ""Солнышко"" Лукоморье-2 ДО № 2 Школа № 1998";Школа № 1998;;;;78;510;Борисовские пруды, 18 к.2;1;14;Анна Гладкая;;Владислав Пирогов;20.10.2016 19:19;11.08.2020 11:28
5662;"Детский сад ""Тридевятое царство"" Школа Марьина Роща имени В.Ф.Орлова";Школа Марьина Роща имени В.Ф.Орлова;;;;78;510;город Москва, 2-я улица Марьиной Рощи, дом 20, корпус 1;7;54;Анна Гладкая;;Нина Галаева;26.07.2019 11:23;02.10.2019 23:30
2647;Детский сад «Меркурий» Школа Международная;Школа Международная;;;;78;510;Москва, ул. Металлургов, д. 23/13;12;77;Надежда Чихунова;Сад закрыт!!!;Ирина Севостьянова;07.09.2017 16:04;01.10.2020 9:23
4759;Детский сад Венера Школа Международная;Школа Международная;;;;78;510;шоссе Энтузиастов, дом 74/2;12;77;Надежда Чихунова;;Алиса Прокофьева;22.06.2018 13:55;01.10.2020 9:23
4757;Детский сад Земля Школа Международная;Школа Международная;;;;78;510;3-я Владимирская улица, дом 14;12;77;Илья Грачев;;Алиса Прокофьева;22.06.2018 13:50;28.10.2020 11:54
1736;Детский сад Луна Школа Международная;Школа Международная;;;;78;510;улица 2-я Владимирская дом 33А;12;77;Илья Грачев;27.08 Ольга Александровна;Анна Гладкая;27.09.2016 19:06;28.10.2020 12:25
4760;Детский сад Марс Школа Международная;Школа Международная;;;;78;510;шоссе Энтузиастов, дом 76/1;12;77;Надежда Чихунова;84956722597 Наталья Геннадьевна по фото.;Алиса Прокофьева;22.06.2018 13:57;01.10.2020 9:35
3130;Детский сад 1276 ДО 6 Школа № 118;Школа № 118;;;;78;510;улица Строителей, дом 17 А;2;50;Илья Грачев;КЛ Антонина Павловна;Елена Боброва;26.12.2017 17:20;28.10.2020 12:01
3343;Детский сад 1276 ДО 2 Школа № 118;Школа № 118;;;;78;510;улица Строителей дом 3А;2;50;Илья Грачев;общалась с родителями-сказали, в сюжетах нет потребности, только виньетка 1 р в год. родителей нашла в выгрузке;Елена Боброва;01.02.2018 13:53;28.10.2020 10:28
3112;Детский сад 1421 ДО 4 Школа № 1694;Школа № 1694;;;;78;510;Литовский бульвар дом 11 корпус 4;2;125;Надежда Чихунова;4,10 НО;Елена Боброва;26.12.2017 15:15;12.02.2020 14:25
2955;Детский сад 1432 ДО 13 Школа № 7;Школа № 7;;;;78;510;улица Марии Ульяновой дом 17 корпус 1;2;50;Анна Гладкая;свой фотограф его любим, + все отсняли , встречу не хочет нельзя впускать постороних, звоните в августе;Елена Боброва;21.12.2017 17:49;03.09.2018 16:11
3074;Детский сад 1604 ДО 4 Школа № 1206;Школа № 1206;;;;78;510;улица Рокотова дом 8 корпус 4;2;125;Марианна Вишнякова;отказывается подходить к телефону, передает через охранника, что не надо;Елена Боброва;26.12.2017 11:49;14.09.2020 10:37
3321;Детский сад 1644 ДО 5 Школа № 538;Школа № 538;;;;78;510;Улица Херсонская, дом 5;2;32;Анна Гладкая;;Елена Боброва;22.01.2018 15:13;29.07.2019 12:53
3076;Детский сад 1648 ДО 7 Школа № 1206;Школа № 1206;;;;78;510;Литовский бульвар дом 3 корпус 4;2;125;Марианна Вишнякова;по прежнему запрет, сказала звонить в конце августа;Елена Боброва;26.12.2017 11:52;14.09.2020 10:37
3089;Детский сад 190 ДО Школа № 113;Школа № 113;;;;78;510;Профсоюзная улица дом 110 Б;2;37;Илья Грачев;тут Светлана Александровна, как и в 2415. запрет от школы.;Елена Боброва;26.12.2017 13:14;28.10.2020 10:31
3113;Детский сад 1986 ДО 6 Школа № 1694;Школа № 1694;;;;78;510;улица Рокотова дом 8 корпус 3;2;125;Надежда Чихунова;Методист - Тамара Валерьевна 8-495-425-00-22;Елена Боброва;26.12.2017 15:18;12.02.2020 14:25
3320;Детский сад 2018 ДО Школа № 538;Школа № 538;;;;78;510;Улица Каховка дом 23 корпус 3;2;32;Анна Гладкая;03.07 дежурный сад 1644, но там многие в отпусках и фото никто заниматься не будет;Елена Боброва;22.01.2018 15:08;29.07.2019 13:02
2984;Детский сад 2041 Центр образования № Воробьевы горы;Центр образования № Воробьевы горы;;;;78;510;улица Фотиевой дом 11;2;23;Stager Prodaji;8(499)137-09-57;Елена Боброва;22.12.2017 12:45;19.02.2020 9:55
2996;Детский сад 2042-2 Центр образования № Воробьевы горы;Центр образования № Воробьевы горы;;;;78;510;улица Молодежная дом 4 А;2;23;Stager Prodaji;Контактный номер телефона 499 137-20-52;Елена Боброва;22.12.2017 14:02;19.02.2020 9:55
3021;Детский сад 228 (ранее 577) Корпус № 7 Школа № 626;Школа № 626;;;;78;510;улица Нагорная дом 28 корпус 2;2;40;Анна Гладкая;;Елена Боброва;22.12.2017 17:26;21.04.2020 11:10
3090;Детский сад 2415 ДО Школа № 113;Школа № 113;;;;78;510;улица Академика Волгина дом 14 корпус 2;2;37;Илья Грачев;;Елена Боброва;26.12.2017 13:49;28.10.2020 10:31
3099;Детский сад 2451 ДО Школа № 1995;Школа № 1995;;;;78;510;улица Саморы Машела, дом 6, корпус 2;2;71;Надежда Чихунова;;Елена Боброва;26.12.2017 14:09;02.07.2020 12:31
3096;Детский сад 2464 ДО Школа № 1995;Школа № 1995;;;;78;510;улица Саморы Машела, дом 6, корпус 1;2;71;Надежда Чихунова;Елена Владимировна Якутина курирует этот сад и Детский сад 2451 ДО Школа № 1995;Елена Боброва;26.12.2017 14:06;02.07.2020 12:29
3134;Детский сад 2558 ДО 1 Школа № 118;Школа № 118;;;;78;510;Ленинский проспект 76 А;2;50;Илья Грачев;она не хочет этим заниматься, прикрывается запретом;Елена Боброва;26.12.2017 17:24;28.10.2020 10:30
3101;Детский сад 2691 ДО Школа № 1995;Школа № 1995;;;;78;510;Ленинский проспект, дом 127 А;2;104;Надежда Чихунова;Зоя Валерьевна отправила к Надежде Альбертовной (зам директора), та отправила к Назаровой Юлии Алексеевной (тоже зам дир. по юр. вопросам) пришлет договор.;Елена Боброва;26.12.2017 14:19;12.02.2020 14:27
3027;Детский сад 602 ДО 2 Школа № 554;Школа № 554;;;;78;510;Перекопская улица дом 7 корпус 1;2;32;Анна Гладкая;;Елена Боброва;22.12.2017 17:40;27.06.2020 10:49
3153;Детский сад 629 ДО 2 Школа № 46;Школа № 46;+7(849)593-66-27;;;78;510;улица Обручева, дом 26 А;2;71;Надежда Чихунова;2 сада , этот + Детский сад № 438 ДО 1 Школа № 46    Обручева , дом 6, корпус 2;Елена Боброва;26.12.2017 17:48;20.10.2020 14:44
4607;Детский сад № Здание № 3 Школа № 641;Школа № 641;;;;78;510;город Москва, улица Маршала Чуйкова, дом 6, корпус 1;3;44;Илья Грачев;29,08 не берут,;Нина Галаева;20.06.2018 17:25;27.10.2020 19:16
2170;"Детский сад № ""Золотой ключик 2"" Люберцы";;;;;53;550;микрорайон Красная Горка, Люберцы, Московская область, пр-т Гагарина д.25;;;Надежда Чихунова;родители выбрали киндеров, больше понравился сюжет, вариант с хантером и новым сюжетом не актуальный т.к. сьемка с киндерами 04.04;Лейсан Ишмухаметова;09.12.2016 9:41;24.10.2020 23:12
3473;Детский сад № 10 Раменское;;;;https://ramdou10.edumsko.ru/;53;564;Московская область, Раменское, городского типа, Северное шоссе, 48;;;Анна Гладкая;288 ребенка;Нина Галаева;03.05.2018 14:24;19.10.2020 16:17
1928;"Детский сад № 144 ""ЛОСИНЫЙ ОСТРОВ"" СП № 1 Школа № 368";Школа № 368;;;;78;510;Алтайская, д. 18А;12;25;Илья Грачев;;Лейсан Ишмухаметова;14.10.2016 16:38;28.10.2020 12:25
3399;Детский сад № 15 Красногорск;;;;https://krgora-ds15.edumsko.ru/;53;540;МО, г.Красногорск, ул.Вокзальная, д18;;;Анастасия Балакина;209 детишек;Наталья Петрухина;24.04.2018 13:13;24.10.2020 21:52
2827;Детский сад № 1539 ДО № 3 Гимназия № 1539;Гимназия № 1539;;;;78;510;Маломосковская д 7;7;2;Анна Гладкая;;Ольга Морозова;15.12.2017 13:05;25.11.2019 13:55
2048;Детский сад № 1851 УК № 7 Школа № 1631;Школа № 1631;+7(485)295-54-84;kazakova.sn@sch1631.ru;;78;510;Долгопрудная д.6, корп3;8;27;Анастасия Балакина;Светлана Николаевна;Наталия Федорина;31.10.2016 17:05;03.09.2020 17:46
2858;Детский Сад № 2012 Корпус № 10 Аистёнок Школа № 1576;Школа № 1576;;;;78;510;Коптевский бульвар, дом 8;8;38;Надежда Чихунова;КЛ Макарова Людмила Серафимовна - куратор над всеми ДОУ;Ольга Морозова;21.12.2017 12:46;21.04.2020 19:33
2281;"Детский сад № 2264 Здание 9 ""Яблонька"" Митино Школа № 1191";Школа № 1191;;;;78;510;Пятницкое шоссе, дом 40, корпус 2;6;59;Надежда Чихунова;;Лейсан Ишмухаметова;23.03.2017 11:54;28.09.2020 18:24
1818;Детский сад № 281 ДО №6 Школа № 236;Школа № 236;;;;78;510;Клязьминская улица, дом 10Б;8;27;Анастасия Балакина;03.07 запрет от школы! никого не снимают;Лейсан Ишмухаметова;03.10.2016 15:37;03.09.2020 12:44
5597;детский сад № 30 Подольск;;8(4967)53-53-54;sautner@mail.ru;https://pdds30.edumsko.ru/;53;560;Колхозная, д.12;;;Надежда Чихунова;;Надежда Чихунова;20.06.2019 17:10;26.10.2020 9:59
7540;Детский сад № 56 «Рябинка» Подольск;;+7(4967)64-77-75;ryabinka56@yandex.ru;https://ds56podolsk.edumsko.ru/;53;560;Красногвардейский бульвар, 37Б;;;Надежда Чихунова;;Яна Козлова;07.10.2020 16:50;16.10.2020 20:52
3839;Детский сад № 7 Лисенок ДО 7 Лисенок Школа № 2070;Школа № 2070;;;;78;510;город Москва, поселение Сосенское, улица Александры Монаховой, дом 107, корпус 2;;;Анастасия Балакина;Округ НАО, Сосенское;Нина Галаева;07.05.2018 11:51;03.09.2020 20:20
7585;Детский сад № 74 Лучик Дмитровский р-н, с. Рогачево;;84962222390;mdoy74luchik@yandex.ru;https://dmdou74.edumsko.ru/;53;523;с. Рогачево, ул. Мира;;;Илья Грачев;;Яна Козлова;08.10.2020 11:07;28.10.2020 11:13
3397;Детский сад № 8 Корпус № 1 Красногорск;;;;https://krgora-ds8.edumsko.ru/;53;540;МО. г.Красногорск, бульвар Космонавтов,д.3;;;Анастасия Балакина;230 детишек;Наталья Петрухина;24.04.2018 12:57;24.10.2020 22:05
7602;"Детский сад №2 ""Ромашка"" Талдом";;+7(496)206-32-45;romashkat47a@mail.ru;https://mdoudskv-2-romashka.edumsko.ru/;53;573;микрорайон Юбилейный, 47 а;;;Илья Грачев;;Яна Козлова;08.10.2020 11:52;28.10.2020 11:13
2422;"Детский сад №2 ""Ручеек"" Подольск";;;;;53;560;Московская область, Подольск, Октябрьский проспект, 3Б;;;Надежда Чихунова;;Лейсан Ишмухаметова;07.06.2017 15:05;29.10.2020 13:45
7429;Детский сад №2 Елочка Серпухов;;+7(496)735-79-44;elochka-2@mail.ru;http://elochka-2.tvoysadik.ru;53;569;ул.1905 года д.7;;;Анна Гладкая;;Нина Галаева;07.10.2020 9:35;25.10.2020 2:42
7621;"Детский сад №20 ""Ласточка"" Талдом";;8(496)20 3-20-22;LastochkaZ@yandex.ru;https://lastochka20.edumsko.ru/;53;573;п.Запрудня, Ленина, 17;;;Илья Грачев;;Яна Козлова;08.10.2020 12:32;28.10.2020 11:13
7558;"Детский сад №46 ""Незабудка"" Дмитров";;8-4962-22-44-04;ds46nezabudka@yandex.ru;https://dmdou46.edumsko.ru/;53;523;Новое Гришино, Г.Г.Королёва, д.18;;;Анна Гладкая;;Яна Козлова;08.10.2020 10:00;26.10.2020 13:48
7576;Детский сад №67 Теремок Дмитровский р-н, п.Новосиньково;;8(496)-229-51-99;dou67_teremok@mail.ru;https://dmdou67.edumsko.ru/;53;523;поселок Новосиньково, дом 67;;;Илья Грачев;;Яна Козлова;08.10.2020 10:42;28.10.2020 11:14
